Date,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Out of CA,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Unassigned,Ventura,Yolo,Yuba,SUM,Daily
8/20/2020,16303,2,222,1561,179,415,12154,78,881,22795,414,318,9093,144,27378,5378,280,703,227346,3218,5759,69,497,7179,5,129,6910,1309,413,48514,0,2686,36,48982,15002,864,43671,35608,8270,15807,2600,7193,7627,15179,1596,481,6,103,4852,4755,13375,1159,351,12,12951,161,0,9802,2154,712,655641,5541
8/21/2020,16542,2,223,1594,182,418,12380,78,885,23105,418,331,9173,144,27658,5423,281,703,229054,3292,5776,69,505,7363,5,129,6992,1320,418,48801,0,2703,36,49439,15257,889,44293,35912,8383,15917,2650,7258,7701,15416,1632,489,6,109,4900,4834,13546,1174,358,12,13047,163,0,9924,2168,720,662200,6559
8/22/2020,16777,2,224,1630,187,419,12570,80,900,23463,421,334,9251,144,27915,5479,291,704,230662,3351,5803,69,529,7499,5,130,7099,1331,423,48953,0,2740,37,49974,15526,910,44847,36203,8576,16099,2670,7366,7741,15607,1643,496,6,114,4954,4909,13659,1190,369,12,13242,164,0,10020,2192,741,668652,6452
8/23/2020,16916,2,227,1649,187,424,12690,80,901,23681,421,341,9250,144,28140,5660,299,704,231695,3422,5821,69,550,7580,5,130,7191,1351,433,49057,0,2778,37,50324,16094,936,45055,36540,8572,16100,2689,7455,7781,15929,1643,504,6,115,4988,5036,13781,1204,382,14,13349,166,0,10189,2214,753,673654,5002
8/24/2020,17043,2,227,1661,187,425,12954,80,908,23890,421,340,9330,144,28234,5684,302,704,232893,3440,5849,69,550,7612,5,130,7230,1361,435,49290,0,2799,37,50529,16329,959,45244,36727,8630,16597,2715,7507,7840,16068,1643,508,6,115,4992,5089,13843,1220,389,14,13410,172,0,10329,2243,753,678107,4453
8/25/2020,17409,2,227,1730,196,430,13231,83,928,24211,429,342,9388,144,28520,5734,304,704,233777,3468,5875,70,571,7700,5,130,7352,1377,442,49545,0,2835,39,50922,16612,971,45590,36994,8857,16828,2741,7641,7910,16218,1725,514,6,117,5129,5166,14223,1260,395,14,13566,174,0,10384,2258,778,684191,6084
8/26/2020,17504,2,229,1777,201,433,13299,86,938,24351,429,357,9460,157,28612,5752,308,714,235386,3481,5902,70,581,7728,5,142,7458,1385,444,49777,0,2855,39,51171,16719,976,45886,37222,8947,16878,2773,7660,7960,16302,1743,514,6,117,5146,5301,14312,1276,397,14,13621,174,0,10488,2283,782,688530,4339
8/27/2020,17715,2,233,1817,204,438,13430,107,942,24649,429,358,9615,157,28854,5791,314,715,236986,3488,5944,71,581,7773,5,146,7520,1400,447,50013,0,2880,39,51339,16886,985,46391,37499,9023,17023,2820,7733,7990,16514,1751,515,6,126,5183,5375,14434,1297,399,15,13719,176,0,10566,2297,810,693935,5405
8/28/2020,17863,2,234,1901,207,441,13574,107,949,24898,429,362,9663,160,28961,5861,320,716,238458,3575,6006,71,588,7811,6,146,7610,1406,450,50202,0,2902,39,51546,17130,1014,46599,37784,9144,17148,2861,7788,8057,16715,1764,519,6,127,5235,5443,14534,1309,411,15,13830,178,0,10693,2327,813,698908,4973
8/29/2020,18023,2,239,1963,211,440,13716,108,958,25107,437,363,9705,160,29105,5939,329,716,239756,3628,6022,71,596,7875,9,146,7699,1416,454,50319,0,2946,39,51957,17599,1043,46895,38047,9300,17528,2929,7933,8108,16917,1763,525,6,129,5319,5556,14841,1334,418,15,13944,180,0,10794,2361,825,704763,5855
8/30/2020,18234,2,240,2003,211,440,13834,108,962,25249,437,362,9710,160,29230,6033,334,716,240749,3650,6075,71,611,7968,10,146,7835,1426,457,50401,0,2972,39,52268,17762,1069,47247,38300,9304,17672,2946,8018,8145,17065,1760,528,6,133,5319,5609,14952,1352,420,17,14040,180,0,10864,2395,835,708881,4118
8/31/2020,18286,2,243,2084,212,443,13956,108,965,25472,437,374,9766,160,29324,6070,341,716,241768,3686,6089,71,618,7999,10,146,7858,1437,459,50635,0,3000,39,52551,18010,1078,47416,38604,9306,17843,2963,8071,8181,17231,1759,531,6,135,5318,5669,15066,1366,422,17,14041,180,0,10960,2428,833,712759,3878
9/1/2020,18520,2,244,2161,228,454,14055,108,972,25835,449,378,9789,171,29459,6121,341,716,242521,3728,6117,71,626,8054,10,146,7945,1449,462,50888,0,3024,39,52830,18228,1087,47418,38871,9508,17952,2983,8138,8199,17339,1769,530,6,136,5455,5752,15175,1390,423,17,14213,185,0,10994,2445,844,716970,4211
9/2/2020,18663,2,245,2257,235,460,14156,109,975,26082,457,381,9839,171,29602,6175,342,716,243935,3761,6146,73,636,8106,11,146,8089,1457,464,51089,0,3058,39,52969,18367,1105,47813,39121,9603,18232,3015,8154,8264,17693,1867,534,6,136,5480,5865,15255,1402,430,17,14355,192,0,11132,2454,859,722197,5227
9/3/2020,18831,2,274,2290,238,464,14268,109,983,26278,460,390,10090,171,29763,6233,347,716,244999,3806,6190,73,638,8146,14,145,8147,1469,466,51318,0,3081,39,53390,18565,1119,48213,39446,9652,18370,3037,8217,8336,17899,1887,538,6,137,5516,6016,15393,1413,437,17,14466,195,0,11211,2480,870,727264,5067
9/4/2020,18987,2,274,2341,237,467,14420,109,992,26453,463,390,10143,169,29858,6292,347,716,246407,3864,6266,74,646,8224,15,146,8227,1478,468,51535,0,3113,42,53659,18778,1135,48545,39899,9712,18477,3063,8281,8399,18094,1913,539,6,138,5570,6069,15486,1426,443,17,14560,195,0,11276,2500,887,732232,4968
9/5/2020,19119,2,274,2422,237,472,14522,109,1007,26632,474,402,10158,169,30040,6551,359,720,247542,3877,6274,74,658,8307,19,146,8320,1487,474,51645,0,3153,42,53838,18968,1151,48848,40342,9831,18596,3098,8358,8463,18331,1922,547,6,140,5597,6168,15619,1446,448,17,14639,196,0,11359,2539,905,737059,4827
9/6/2020,19177,2,275,2463,235,475,14633,109,1008,26778,474,404,10159,169,30080,6594,362,720,248334,3893,6291,74,672,8339,20,146,8422,1504,480,51719,0,3181,42,54028,19141,1176,48972,40650,9833,18597,3116,8393,8493,18515,1920,553,6,141,5637,6231,15713,1452,456,17,14701,196,0,11420,2561,916,740068,3009
9/7/2020,19338,2,276,2467,234,475,14706,109,1011,26872,488,416,10206,169,30179,6664,367,720,248821,3915,6311,74,687,8393,20,146,8483,1519,482,51783,0,3200,42,54238,19305,1178,49092,40652,9833,18591,3131,8415,8538,18616,1920,559,6,142,5658,6287,15773,1469,454,17,14703,198,0,11569,2570,926,742415,2347
9/8/2020,19448,2,276,2471,233,475,14812,109,1011,26951,492,420,10205,169,30202,6692,370,720,249241,3930,6328,74,690,8393,20,146,8511,1523,483,52004,0,3218,42,54234,19424,1186,49083,40868,9842,18591,3135,8466,8547,18666,1921,559,6,145,5672,6375,15858,1474,459,17,14703,199,0,11583,2586,927,744187,1772
9/9/2020,19554,2,276,2579,242,479,14891,109,1020,27039,508,420,10240,173,30371,6755,371,725,249859,3952,6336,74,695,8453,20,146,8547,1536,489,52184,0,3235,42,54389,19487,1197,49314,41324,10017,18840,3146,8484,8588,18780,1985,565,6,146,5698,6416,15924,1488,463,18,14856,206,0,11607,2610,940,747816,3629
9/10/2020,19665,2,277,2608,244,482,14984,112,1020,27103,511,422,10258,176,30440,6773,377,727,251024,4005,6359,74,697,8473,21,146,8590,1541,491,52399,0,3246,42,54489,19631,1199,49517,41608,10104,18896,3176,8535,8612,18891,2004,569,6,146,5714,6443,15977,1495,467,19,14934,207,0,11713,2618,945,751204,3388
9/11/2020,19781,2,277,2623,242,484,15076,115,1024,27237,515,426,10293,176,30563,6804,382,747,252066,4044,6379,74,700,8501,21,146,8615,1548,496,52582,0,3267,42,54792,20027,1200,49733,41969,10155,19061,3205,8617,8652,19086,2017,571,6,148,5760,6488,16086,1506,467,20,15009,210,0,11820,2638,950,755441,4237
9/12/2020,19915,2,278,2647,246,486,15213,116,1034,27397,517,430,10312,177,30622,6929,393,727,253176,4084,6408,75,700,8545,21,148,8763,1561,495,52706,0,3293,42,55136,20199,1206,49996,42414,10280,19150,3235,8765,8703,19351,2036,572,6,150,5790,6550,16151,1530,472,19,15097,210,0,11881,2652,967,759976,4535
9/13/2020,19972,2,279,2659,246,486,15363,116,1035,27518,517,434,10311,176,30735,6971,397,727,253985,4116,6410,75,707,8587,21,148,8846,1568,499,52800,0,3304,42,55318,20294,1215,50020,42679,10277,19152,3255,8817,8751,19477,2036,586,6,152,5828,6611,16238,1540,477,18,15178,210,0,11979,2681,971,762818,2842
9/14/2020,20011,2,281,2661,244,486,15434,116,1039,27562,521,437,10347,176,30850,6984,407,727,254656,4130,6424,75,710,8605,21,148,8866,1581,502,52987,0,3315,42,55582,20392,1231,50215,42887,10278,19154,3263,8853,8753,19567,2038,587,6,153,5852,6649,16303,1550,476,18,15177,210,0,12028,2693,981,765243,2425
9/15/2020,20092,2,282,2714,248,497,15504,129,1046,27645,531,456,10383,176,30916,7011,416,727,255049,4148,6438,75,724,8645,21,148,8965,1585,507,53196,0,3344,44,55669,20503,1235,50386,43181,10440,19357,3277,8901,8785,19632,2104,630,6,153,5896,6720,16374,1557,485,19,15290,211,0,12060,2714,995,768244,3001
9/16/2020,20173,2,284,2725,254,497,15555,131,1049,27719,539,455,10408,176,31076,7036,417,729,256148,4164,6445,75,727,8658,22,148,9019,1592,508,53392,0,3364,45,55921,20626,1242,50563,43445,10528,19421,3300,8950,8826,19706,2115,638,6,155,5917,6750,16393,1568,486,19,15403,212,0,12202,2715,1005,771644,3400
9/17/2020,20312,2,284,2741,254,499,15658,131,1057,27827,541,466,10443,176,31148,7051,433,730,257271,4178,6472,75,737,8683,22,148,9135,1597,508,53611,0,3381,45,56125,20911,1250,50824,43619,10590,19484,3314,8990,8841,19847,2182,663,6,156,5933,6773,16488,1573,488,19,15441,216,0,12297,2730,1020,775396,3752
9/18/2020,20388,2,285,2759,255,504,15749,131,1063,27905,541,470,10467,177,31261,7098,458,731,258516,4237,6490,75,739,8703,22,148,9206,1609,518,53806,0,3402,45,56369,21121,1255,51160,44007,10670,19576,3343,9068,8886,20080,2207,671,6,156,5979,6875,16550,1587,491,19,15534,218,0,12370,2738,1025,779721,4325
9/19/2020,20521,2,285,2769,256,507,15865,132,1068,28013,547,471,10503,177,31379,7166,465,731,259817,4263,6528,75,750,8730,22,148,9260,1619,519,53957,0,3425,47,56687,21313,1274,51408,44293,10768,19627,3384,9164,8924,20192,2226,690,6,156,6016,6924,16623,1603,499,20,15588,219,0,12466,2745,1028,783860,4139
9/20/2020,20600,2,286,2785,256,510,15999,132,1074,28114,550,472,10503,177,31509,7195,492,731,260797,4283,6549,75,765,8759,22,148,9335,1631,525,54060,0,3465,47,56909,21410,1289,51616,44577,10770,19625,3408,9204,8942,20352,2227,699,6,156,6038,6973,16680,1625,510,20,15634,223,0,12544,2751,1034,787070,3210
9/21/2020,20679,2,286,2790,256,517,16091,132,1075,28194,556,473,10529,177,31572,7334,508,735,261446,4301,6554,75,778,8763,22,148,9354,1646,529,54301,0,3486,47,57133,21585,1296,51713,44925,10770,19634,3421,9245,8974,20455,2285,700,6,156,6037,7036,16714,1635,514,20,15640,223,0,12619,2758,1038,789888,2818
9/22/2020,20786,2,287,2797,258,518,16173,137,1077,28302,560,476,10537,177,31647,7434,516,735,262133,4330,6578,75,795,8785,24,150,9419,1657,537,54568,0,3505,48,57206,21762,1303,51958,45147,10920,19810,3435,9297,8990,20537,2294,727,6,159,6125,7087,16759,1639,530,20,15737,226,0,12655,2769,1040,793161,3273
9/23/2020,20899,2,288,2811,258,521,16250,137,1089,28380,561,477,10595,177,31712,7446,519,736,263333,4338,6584,75,802,8801,24,150,9478,1658,537,54848,0,3519,48,57401,21838,1303,52191,45425,10954,19842,3462,9357,9016,20598,2313,760,6,159,6141,7111,16807,1647,534,20,15789,225,0,12743,2772,1043,796510,3349
9/24/2020,21021,2,288,2824,258,523,16336,137,1094,28470,567,482,10630,187,31785,7468,531,736,264414,4371,6605,75,812,8830,24,150,9570,1666,541,55121,0,3527,48,57638,22002,1306,52515,45596,11020,19908,3495,9382,9052,20715,2330,778,6,159,6155,7183,16865,1647,541,20,15881,226,0,12772,2782,1047,800114,3604
9/25/2020,21097,2,289,2840,257,528,16485,138,1105,28567,570,489,10689,187,31865,7490,539,737,265775,4396,6639,75,821,8848,26,150,9610,1674,543,55370,0,3540,48,57936,22149,1316,52874,46001,11094,19967,3527,9453,9091,20838,2341,814,6,159,6197,7222,16925,1656,547,20,15943,225,0,12820,2790,1054,804354,4240
9/26/2020,21205,2,291,2848,257,529,16592,138,1128,28705,576,491,10729,187,31947,7577,549,740,266988,4437,6658,75,838,8859,26,149,9680,1686,548,55476,0,3564,48,58234,22286,1323,53182,46331,11142,20040,3561,9515,9126,20994,2369,864,6,159,6227,7305,16967,1663,561,21,16012,225,0,12888,2795,1061,808380,4026
9/27/2020,21264,2,291,2854,257,531,16680,138,1131,28810,576,492,10751,188,31994,7681,555,740,267801,4443,6680,75,848,8872,26,149,9753,1695,551,55578,0,3575,48,58669,22373,1329,53187,46610,11143,20041,3577,9572,9155,21119,2392,892,6,159,6229,7357,17003,1673,574,21,16051,226,0,12936,2802,1064,811189,2809
9/28/2020,21325,2,294,2859,257,531,16738,138,1145,28887,585,495,10785,188,32019,7701,559,740,268455,4465,6693,75,852,8888,26,149,9810,1710,552,55835,0,3585,48,58738,22410,1334,53561,46734,11143,20042,3582,9588,9187,21208,2392,893,6,159,6272,7390,17029,1677,580,21,16061,227,0,12982,2815,1067,813489,2300
9/29/2020,21433,2,294,2870,261,534,16801,142,1152,28998,589,497,10819,188,32073,7723,566,741,269284,4480,6709,76,856,8911,26,150,9858,1732,553,56105,0,3583,48,59040,22565,1339,53813,46985,11171,20155,3596,9625,9215,21261,2416,956,6,160,6321,7447,17074,1678,586,21,16204,226,0,13052,2824,1076,816866,3377
9/30/2020,21467,2,294,2880,258,534,16906,140,1158,29084,592,497,10876,189,32128,7728,567,741,270299,4504,6717,76,869,8947,26,151,9932,1733,554,56346,0,3598,48,59260,22631,1340,54048,47180,11276,20213,3612,9640,9253,21347,2439,989,6,160,6333,7515,17106,1681,595,20,16275,226,0,13148,2828,1080,820042,3176
10/1/2020,21549,2,294,2887,257,536,16985,140,1163,29177,593,499,10936,192,32184,7731,572,742,271371,4535,6728,76,876,8963,26,151,9993,1734,557,56561,0,3612,48,59484,22732,1344,54410,47485,11313,20269,3640,9687,9282,21427,2452,1004,6,160,6370,7590,17136,1685,607,20,16347,225,0,13253,2839,1087,823524,3482
10/2/2020,21607,2,296,2901,259,537,17089,141,1170,29238,594,503,11032,192,32343,7762,579,742,272653,4564,6735,76,885,8982,26,151,10032,1742,557,56782,0,3625,48,59871,22837,1345,54675,47791,11429,20303,3669,9751,9301,21574,2497,1059,6,161,6403,7683,17196,1694,620,20,16413,227,0,13332,2851,1095,827648,4124
10/3/2020,21714,2,296,2916,259,537,17174,142,1190,29358,601,504,11098,195,32443,7933,588,742,273638,4592,6746,76,900,9007,26,153,10127,1757,558,56899,0,3661,48,60192,23095,1349,55066,48200,11506,20392,3685,9828,9323,21701,2510,1130,6,162,6437,7768,17241,1706,631,20,16497,226,0,13368,2869,1102,831890,4242
10/4/2020,21802,2,297,2925,259,537,17281,142,1198,29449,601,506,11135,196,32491,7965,589,743,274565,4614,6759,76,907,9027,26,153,10179,1764,561,56997,0,3677,49,60453,23181,1353,55162,48436,11507,20390,3703,9865,9343,21809,2517,1172,6,163,6463,7815,17311,1712,638,26,16523,228,0,13419,2881,1108,834656,2766
10/5/2020,21842,2,299,2932,259,537,17339,142,1204,29520,603,506,11177,198,32522,7978,592,743,274942,4625,6769,76,915,9042,26,154,10226,1765,565,57222,0,3683,49,60661,23226,1354,55162,48660,11511,20395,3725,9903,9378,21890,2526,1173,6,163,6493,7838,17339,1720,643,27,16535,228,0,13463,2895,1113,836481,1825
10/6/2020,21906,3,301,2947,261,538,17384,144,1213,29406,604,508,11204,199,32609,7989,596,744,275856,4637,6784,77,922,9056,26,155,10274,1775,567,57466,0,3693,49,60804,23341,1356,55478,48821,11551,20560,3738,9941,9400,21943,2544,1257,6,164,6524,7916,17375,1723,661,30,16652,229,0,13503,2905,1119,839434,2953
10/7/2020,21946,3,302,2949,262,539,17435,149,1221,29456,615,512,11297,200,32674,7994,599,748,277445,4647,6808,77,929,9068,27,155,10312,1779,568,57701,0,3706,50,61071,23399,1361,55801,49175,11590,20609,3764,9987,9420,22022,2552,1283,6,164,6544,8014,17408,1724,667,30,16687,229,0,13599,2910,1125,843314,3880
10/8/2020,22036,3,302,2957,262,539,17508,151,1232,29503,616,515,11413,200,32741,8014,604,751,278665,4666,6828,77,932,9093,27,156,10383,1784,572,57959,0,3728,50,61323,23501,1365,56216,49466,11647,20666,3800,10051,9445,22124,2569,1320,6,166,6574,8084,17449,1726,677,30,16786,232,0,13671,2920,1131,847212,3898
10/9/2020,22135,3,303,2978,262,541,17578,161,1236,29600,617,516,11524,201,32831,8039,610,751,279909,4675,6856,77,935,9119,27,157,10409,1800,577,58166,0,3750,50,61749,23625,1365,56498,49823,11659,20743,3825,10147,9467,22280,2589,1368,6,166,6632,8154,17540,1733,683,30,16866,232,0,13744,2934,1134,851385,4173
10/10/2020,22190,3,304,2984,262,541,17657,161,1242,29680,623,518,11599,202,32878,8126,630,751,281165,4691,6870,77,937,9129,27,157,10450,1809,580,58311,0,3770,51,62066,23708,1368,56747,50143,11702,20805,3847,10225,9488,22384,2606,1489,6,171,6673,8256,17605,1736,694,24,16940,235,0,13798,2945,1139,855175,3790
10/11/2020,22269,3,305,2990,262,541,17770,161,1244,29815,625,521,11622,202,32966,8142,631,752,282135,4709,6888,77,946,9149,27,157,10485,1816,585,58407,0,3800,51,62336,23797,1372,57061,50551,11698,20809,3889,10247,9511,22517,2612,1531,6,172,6703,8340,17660,1743,703,24,16977,236,0,13882,2958,1142,858530,3355
10/12/2020,22342,3,305,2999,262,541,17820,161,1256,29926,626,522,11697,202,33020,8155,633,752,282982,4719,6904,77,949,9166,27,157,10515,1824,586,58644,0,3821,51,62507,23826,1374,57299,50746,11698,20820,3890,10269,9534,22609,2624,1532,6,172,6760,8398,17721,1742,709,24,16986,236,0,13900,2970,1146,861142,2612
10/13/2020,22402,3,306,3016,262,541,17875,163,1264,29986,629,523,11735,208,33089,8161,639,752,283750,4730,6918,77,952,9206,28,158,10616,1830,588,58911,0,3839,51,62510,23949,1378,57475,51024,11698,20947,3908,10293,9561,22709,2637,1623,6,173,6779,8477,17761,1749,718,24,17073,237,0,13932,2989,1148,863986,2844
10/14/2020,22446,3,308,3019,266,543,17912,163,1266,30061,629,531,11773,210,33145,8168,642,752,285016,4743,6925,77,957,9226,27,159,10659,1842,589,59161,0,3843,52,62840,24032,1379,57839,51327,11822,20974,3918,10316,9581,22766,2652,1570,6,176,6804,8535,17789,1748,722,26,17122,238,0,13989,3014,1152,867450,3464
10/15/2020,22487,3,309,3024,267,543,17987,164,1267,30143,632,531,11829,211,33225,8185,642,752,286183,4754,6930,77,965,9240,26,159,10720,1847,591,59405,0,3862,52,63053,24087,1383,58135,51470,11848,21023,3952,10347,9598,22839,2690,1652,6,176,6848,8592,17838,1753,727,26,17190,238,0,14046,3021,1156,870706,3256
10/16/2020,22536,3,309,3029,267,544,18051,166,1275,30214,632,533,11895,213,33286,8197,644,752,287222,4768,6951,78,976,9273,26,159,10771,1860,595,59633,0,3878,52,63223,24163,1387,58300,51781,11883,21059,3970,10412,9622,22951,2700,1677,6,177,6897,8673,17902,1757,738,26,17253,239,0,14106,3037,1160,873887,3181
10/17/2020,22615,3,309,3037,267,544,18100,167,1279,30331,633,535,11972,213,33373,8203,663,757,288136,4792,6976,78,979,9302,26,159,10851,1871,596,59776,0,3912,52,63409,24323,1388,58482,51982,11921,21082,3997,10430,9661,23028,2714,1696,6,177,6947,8746,17942,1763,765,26,17291,243,0,14151,3052,1169,876898,3011
10/18/2020,22769,3,313,3046,267,544,18215,167,1285,30473,634,540,11997,216,33448,8212,670,757,288451,4803,6987,78,990,9319,26,159,10917,1887,598,59902,0,3952,52,64014,24444,1394,58964,52355,11923,21087,4027,10510,9683,23200,2726,1725,6,177,6980,8802,18010,1765,775,26,17353,247,0,14210,3068,1181,880329,3431
10/19/2020,22871,3,313,3053,268,544,18268,167,1289,30582,635,543,12047,219,33497,8226,673,757,289366,4821,6999,78,1003,9332,26,160,10952,1897,606,60186,0,3976,52,64288,24561,1394,59343,52735,11924,21099,4036,10575,9708,23332,2739,1726,6,177,7021,8853,18071,1774,794,29,17362,249,0,14240,3078,1188,883711,3382
10/20/2020,22975,3,313,3054,273,546,18341,169,1297,30655,639,545,12126,219,33551,8231,675,757,290009,4857,7012,78,1006,9355,26,160,10987,1917,612,60485,0,4011,53,64741,24786,1397,59657,53000,12058,21350,4063,10666,9740,23437,2744,1765,6,178,7062,8927,18106,1784,814,31,17479,252,0,14293,3092,1196,887561,3850
10/21/2020,23082,3,313,3068,272,546,18394,169,1307,30769,641,548,12222,221,33630,8240,676,761,290486,4865,7020,78,1013,9351,26,160,11053,1923,613,60811,0,4021,58,65079,24928,1400,60039,53263,12022,21389,4076,10737,9759,23568,2763,1795,6,179,7106,9012,18162,1787,825,31,17533,253,0,14365,3104,1199,890720,3159
10/22/2020,23146,3,317,3073,273,547,18488,168,1311,30915,644,548,12323,221,33669,8255,678,764,294065,4881,7032,78,1018,9357,26,160,11108,1933,616,61077,0,4050,62,65431,25074,1402,60500,53498,12038,21476,4104,10803,9789,23652,2772,1817,6,179,7134,9077,18192,1795,853,32,17608,254,0,14442,3125,1204,897063,6343
10/23/2020,23278,3,324,3088,273,547,18578,171,1313,31042,645,553,12410,227,33775,8272,689,764,296821,4922,7047,78,1021,9361,28,163,11151,1947,620,61332,0,4087,63,65859,25244,1411,60965,53928,12064,21561,4125,10879,9832,23853,2792,1864,6,182,7192,9138,18261,1798,863,32,17690,256,0,14512,3149,1211,903260,6197
10/24/2020,23332,3,328,3107,274,548,18663,171,1320,31208,651,553,12481,227,33813,8282,696,766,298937,4932,7060,78,1024,9385,28,171,11209,1962,624,61517,0,4107,63,66257,25392,1416,61472,54314,12122,21664,4142,10949,9862,24009,2810,1897,6,184,7207,9205,18347,1805,873,31,17774,271,0,14560,3173,1215,908477,5217
10/25/2020,23428,3,330,3116,274,548,18736,171,1331,31318,653,554,12584,227,33881,8301,695,766,299760,4944,7070,78,1026,9386,28,171,11239,1967,632,61644,0,4154,63,66561,25465,1422,61680,54583,12122,21670,4150,10994,9895,24118,2824,1908,6,186,7215,9261,18431,1812,881,32,17812,273,0,14621,3199,1224,911423,2946
10/26/2020,23520,3,331,3124,274,548,18814,171,1339,31438,661,554,12666,227,33928,8321,697,766,300614,4962,7082,78,1028,9411,28,171,11269,1971,634,61911,0,4175,63,66860,25578,1423,62008,54941,12122,21679,4159,11044,9908,24289,2843,1908,6,189,7289,9342,18466,1818,893,32,17823,273,0,14657,3215,1231,914775,3352
10/27/2020,23601,3,335,3138,277,549,18863,173,1354,31572,668,559,12696,232,34027,8470,700,766,302077,4983,7089,79,1035,9486,33,173,11327,1984,638,62134,0,4212,63,67108,25726,1427,62495,55210,12268,21863,4174,11081,9955,24400,2850,1981,6,191,7316,9416,18530,1833,914,34,17934,277,0,14677,3225,1240,919427,4652
10/28/2020,23707,3,337,3168,278,551,18925,173,1366,31676,675,559,12746,239,34114,8545,700,766,303369,4996,7098,80,1040,9517,33,180,11398,2003,645,62434,0,4253,67,67457,25864,1428,62927,55540,12312,21942,4227,11108,9954,24535,2872,2015,6,192,7380,9484,18583,1841,922,34,18006,279,0,14746,3239,1250,923784,4357
10/29/2020,23770,4,338,3180,278,552,19031,174,1373,31808,675,559,12785,239,34154,8562,702,771,305070,5013,7102,81,1061,9534,34,180,11495,2015,648,62728,0,4287,69,67746,26005,1430,63122,55898,12364,21983,4256,11152,9986,24646,2886,2028,6,196,7471,9565,18617,1853,926,34,18082,281,0,14832,3255,1253,928145,4361
10/30/2020,23917,8,344,3198,279,554,19173,175,1389,31904,676,561,12869,242,34308,8625,720,772,306327,5036,7116,81,1065,9577,37,197,11563,2034,650,62985,0,4354,80,68259,26175,1439,63676,56369,12436,22109,4291,11214,10023,24843,2910,2068,6,203,7515,9634,18710,1861,933,35,18157,288,0,14929,3272,1261,933432,5287
10/31/2020,24024,8,347,3210,280,555,19260,175,1393,32061,681,561,12928,242,34378,8675,724,777,307618,5060,7131,81,1069,9635,38,198,11617,2046,660,63197,0,4393,85,68705,26344,1447,64181,56750,12490,22185,4320,11260,10043,24989,2931,2143,6,211,7563,9681,18786,1877,954,36,18251,292,0,15001,3299,1265,938117,4685
11/1/2020,24140,8,352,3225,282,567,19345,175,1397,32120,691,568,12985,242,34457,8706,727,782,309197,5069,7143,81,1077,9665,50,216,11669,2073,662,63353,0,4442,86,69043,26472,1450,64514,57102,12489,22196,4341,11287,10063,25122,2958,2194,6,216,7609,9721,18844,1889,966,36,18275,297,0,15071,3312,1279,942304,4187
11/2/2020,24241,16,357,3240,282,571,19439,175,1408,32263,697,569,13022,244,34563,8720,728,782,310606,5085,7151,81,1079,9703,50,217,11687,2087,673,63783,0,4482,86,69419,26706,1458,64824,57409,12494,22203,4342,11335,10095,25254,2980,2197,6,227,7683,9829,18908,1897,972,37,18306,304,0,15187,3327,1286,946772,4468
11/3/2020,24308,18,361,3256,287,572,19517,187,1448,32398,704,570,13063,245,34676,8852,732,782,311844,5111,7167,81,1087,9758,56,216,11791,2136,687,64196,0,4537,86,69927,26873,1462,65522,57702,12644,22402,4413,11413,10123,25418,3017,2315,6,230,7709,9940,18992,1916,989,43,18444,304,0,15256,3352,1301,952442,5670
11/4/2020,24427,18,362,3269,290,571,19573,188,1452,32519,707,571,13107,248,34779,8891,735,782,313606,5137,7178,81,1092,9763,58,243,11838,2139,693,64648,0,4549,88,70217,27038,1463,66097,58106,12709,22496,4433,11463,10147,25520,3035,2354,6,234,7751,9999,19039,1918,998,45,18534,312,0,15383,3370,1318,957587,5145
11/5/2020,24527,22,363,3293,333,574,19761,192,1473,32652,709,581,13198,248,34973,8922,739,781,315615,5187,7192,81,1115,9801,58,314,11886,2164,705,65159,0,4653,90,70810,27266,1476,66638,58636,12789,22630,4505,11542,10202,25684,3061,2439,6,240,7860,10098,19135,1927,1016,49,18659,314,0,15564,3400,1328,964635,7048
11/6/2020,24646,23,369,3314,359,580,19851,194,1482,32897,714,587,13251,247,35063,8962,741,790,317696,5197,7205,81,1116,9831,60,315,12020,2195,711,65633,0,4711,90,71185,27524,1478,66986,59116,12889,22741,4579,11594,10245,25864,3101,2514,7,249,7977,10177,19204,1939,1025,49,18779,318,0,15684,3429,1341,970925,6290
11/7/2020,24837,23,375,3345,360,583,20050,194,1502,33133,715,590,13409,253,35205,9087,751,794,319977,5239,7236,89,1121,9912,63,359,12137,2266,730,65868,0,4776,94,71973,27810,1488,68202,59656,13046,22844,4722,11718,10289,26277,3168,2588,7,254,8084,10235,19349,1977,1044,50,18899,329,0,15829,3495,1355,979761,8836
